en,es,i18n_id,zh
"Take Line 33 for E. 18th St., Park Blvd. and Montclair.","Suba a la l<0x00ED>nea 33 para ir a E. 18th St., Park Blvd. y Montclair.",sp17_85,"<0x5982><0x53BB> Park Blvd. <0x548C> Montclair, <0x8BF7><0x642D><0x4E58>33<0x8DEF><0x3002>"
"Take Line 33 to downtown Oakland. Transfer at Broadway to Line 18 for MLK Jr. Way, Berkeley and Albany.","Suba a la l<0x00ED>nea 33 hacia downtown Oakland. Haga la transferencia en Broadway a la l<0x00ED>nea 18 para ir a MLK Jr. Way, Berkeley y Albany.",sp17_86,<0x642D><0x4E58>33<0x8DEF><0x53BB> downtown Oakland<0x3002><0x5728> Broadway <0x8F6C><0x4E58>18<0x8DEF><0x53BB> MLK Jr. Way<0x3001>Berkeley <0x548C> Albany<0x3002>
"Take Line 36  for Dwight Way and the UC campus. For Berkeley BART, walk or take northbound buses from Shattuck Ave. & Durant Ave.","Suba a la l<0x00ED>nea 36 para ir a Dwight Way y el campus de UC.  Para ir a Berkeley BART, camine o s<0x00FA>base a los autobuses en direcci<0x00F3>n norte desde Shattuck Ave. y Durant Ave.",sp17_87,<0x5982><0x53BB> Dwight Way <0x548C> UC <0x6821><0x56ED><0xFF0C><0x8BF7><0x642D><0x4E58>36<0x8DEF><0x3002><0x5982><0x53BB> Berkeley BART<0xFF0C><0x8BF7><0x4ECE> Shattuck Ave. <0x548C> Durant Ave. <0x6B65><0x884C><0x6216><0x8005><0x642D><0x4E58><0x5317><0x5411><0x7684><0x516C><0x4EA4><0x3002>
"Take Line 36  for the UC campus. For Berkeley BART, walk or take northbound buses from Shattuck Ave. & Durant Ave.","Suba a la l<0x00ED>nea 36 para ir al campus de UC. Para ir a Berkeley BART, camine o s<0x00FA>base a los autobuses en direcci<0x00F3>n norte desde Shattuck Ave. y Durant Ave.",sp17_88,<0x642D><0x4E58>36<0x8DEF><0x53BB> UC <0x6821><0x56ED><0x3002><0x5982><0x53BB> Berkeley BART<0xFF0C><0x8BF7><0x4ECE> Shattuck Ave. <0x548C> Durant Ave. <0x6B65><0x884C><0x6216><0x8005><0x642D><0x4E58><0x5317><0x5411><0x7684><0x516C><0x4EA4><0x3002>
Take Line 36 for Adeline St. and Shellmound St.,Suba a la l<0x00ED>nea 36 para ir a Adeline St. y Shellmound St.,sp17_89,<0x5982><0x53BB> Adeline St. <0x548C> Shellmound St.<0xFF0C><0x8BF7><0x642D><0x4E58>36<0x8DEF><0x3002>
"Take Line 36 for Adeline St. and West Oakland BART. For areas along 14th St., transfer at 14th St. to Line 14.","Suba a la l<0x00ED>nea 36 para ir a Adeline St. y West Oakland BART. Para las <0x00E1>reas a lo largo de 14th St., haga la transferencia a la l<0x00ED>nea 14 en 14th St.",sp17_90,<0x642D><0x4E58>29<0x8DEF><0x53BB> Peralta St. <0x548C> West Oakland BART<0x3002><0x5982><0x53BB> 14th St. <0x6CBF><0x7EBF><0x7684><0x5730><0x533A><0xFF0C><0x8BF7><0x5728> 14th St. <0x8F6C><0x4E58>14<0x8DEF><0x3002>
"Take Line 36 for Adeline St., 40th St. and Emeryville.","Suba a la l<0x00ED>nea 36 para ir a Adeline St., 40th St. y Emeryville.",sp17_91,<0x642D><0x4E58>36<0x8DEF><0x53BB> Adeline St.<0x3001>40th St. <0x548C> Emeryville<0x3002>
Take Line 36 for Dwight Way and 7th St.,Suba a la l<0x00ED>nea 36 para ir a Dwight Way y 7th St.,sp17_92,<0x642D><0x4E58>36<0x8DEF><0x53BB> Dwight Way <0x548C> 7th St.<0x3002>
Take Line 36 for Dwight Way and 7th St. Transfer on 7th St. to lines 80 or 81 for Ashby Ave.,Suba a la l<0x00ED>nea 36 para ir a Dwight Way y 7th St. Haga la transferencia en 7th St. a las l<0x00ED>neas 80 o 81 para ir a Ashby Ave.,sp17_93,<0x5982><0x53BB> Dwight Way <0x548C> 7th St.<0xFF0C><0x5728> 7th St. <0x4E0A><0x8F6C><0x4E58>80<0x8DEF><0x6216>81<0x8DEF><0x53BB> Ashby Ave.<0x3002>
Take Line 36 for West Oakland BART.,Suba a la l<0x00ED>nea 36 para ir a West Oakland BART.,sp17_94,<0x642D><0x4E58>14<0x8DEF><0x53BB> West Oakland BART<0x3002>
Take Line 51B at Ashby Ave. for College Ave. and Rockridge BART. Board Line 605 at Ashby Ave.,Suba a la l<0x00ED>nea 51B en Ashby Ave. para ir a College Ave. y Rockridge BART. Suba a la l<0x00ED>nea 605 en Ashby Ave.,sp17_95,<0x5728> Ashby Ave. <0x642D><0x4E58>51B<0x53BB> College Ave. <0x548C> Rockridge BART<0x3002><0x5728> Ashby Ave. <0x642D><0x4E58>605<0x8DEF><0x3002>
Take Line 51B for College Ave. and Rockridge BART.,Suba a la l<0x00ED>nea 51B para ir a College Ave. y Rockridge BART.,sp17_96,<0x642D><0x4E58>51B<0x53BB> College Ave. <0x548C> Rockridge BART<0x3002>
Take Line 79 for Colusa Ave. and El Cerrito Plaza.,Suba a la l<0x00ED>nea 79 para ir a Colusa Ave. y El Cerrito Plaza.,sp17_97,<0x642D><0x4E58>79<0x8DEF><0x53BB> Colusa Ave. <0x548C> El Cerrito Plaza<0x3002>
"Take Line 79 for Colusa Ave. and El Cerrito Plaza. For Hopkins St. and Gilman St., take line 12 on MLK Jr. Way.","Suba a la l<0x00ED>nea 79 para ir a Colusa Ave. y El Cerrito Plaza. Para ir a Hopkins St. y Gilman St., suba a la l<0x00ED>nea 12 en MLK Jr. Way.",sp17_98,<0x642D><0x4E58>79<0x8DEF><0x53BB> Colusa Ave. <0x548C> El Cerrito Plaza<0x3002><0x5728> MLK Jr. Way <0x4E0A><0x642D><0x4E58>12<0x8DEF><0x53BB> Hopkins St. <0x548C> Gilman St.<0x3002>
"Take Line 79 for Colusa Ave., Solano Ave., and MLK Jr. Way to Downtown Berkeley.","Suba a la l<0x00ED>nea 79 para ir a Colusa Ave., Solano Ave. y MLK Jr. Way hacia Downtown Berkeley.",sp17_99,<0x642D><0x4E58><0x5F00><0x5F80> Colusa Ave.<0x3001>Solano Ave.<0x548C> MLK Jr. Way <0x7684>79<0x8DEF><0x53BB> Downtown Berkeley<0x3002>
Take Line 79 for Downtown Berkeley.,Suba a la l<0x00ED>nea 79 para ir a Downtown Berkeley.,sp17_100,<0x642D><0x4E58>79<0x8DEF><0x53BB> Downtown Berkeley<0x3002>
Take Line 79 for El Cerrito Plaza.,Suba a la l<0x00ED>nea 79 para ir a El Cerrito Plaza.,sp17_101,<0x642D><0x4E58>79<0x8DEF><0x53BB> El Cerrito Plaza<0x3002>
Take Line 79 for MLK Jr. Way to Downtown Berkeley.,Suba a la l<0x00ED>nea 79 para ir a MLK Jr. Way hacia Downtown Berkeley.,sp17_102,<0x642D><0x4E58><0x5F00><0x5F80> MLK Jr. Way <0x7684>79<0x8DEF><0x53BB> Downtown Berkeley<0x3002>
"Take Line 79 for Piedmont Ave., Warring St., and Claremont Ave.","Suba a la l<0x00ED>nea 79 para ir a Piedmont Ave., Warring St. y Claremont Ave.",sp17_103,<0x642D><0x4E58>79<0x8DEF><0x53BB> Piedmont Ave.<0x3001>Warring St. <0x548C> Claremont Ave.<0x3002>
Take Line 79 for downtown Berkeley.,Suba a la l<0x00ED>nea 79 para ir a downtown Berkeley.,sp17_104,<0x642D><0x4E58>79<0x8DEF><0x53BB> Downtown Berkeley<0x3002>
Take Line 79 for the UC campus and Downtown Berkeley. Transfer to Line 36 on Bancroft Way for Dwight Way.,Suba a la l<0x00ED>nea 79 para ir al campus de UC y Downtown Berkeley. Haga la transferencia a la l<0x00ED>nea 36 en Bancroft Way para ir a Dwight Way.,sp17_105,<0x642D><0x4E58>79<0x8DEF><0x53BB> UC <0x6821><0x56ED><0x548C> Downtown Berkeley<0x3002><0x5728> Bancroft Way <0x8F6C><0x4E58>36<0x8DEF><0x53BB> Dwight Way<0x3002>
Take Line 80 for El Cerrito Plaza.,Suba a la l<0x00ED>nea 80 para ir a El Cerrito Plaza.,sp17_106,<0x642D><0x4E58>80<0x8DEF><0x53BB> El Cerrito Plaza<0x3002>
"Take Line 80 for Pacific East Mall, Pierce St. and University Village. For Gilman St. and Hopkins St., transfer at Gilman St. to Line 12.","Suba a la l<0x00ED>nea 80 para ir a Pacific East Mall, Pierce St. y University Village. Para ir a Gilman St. y Hopkins St., haga la transferencia a la l<0x00ED>nea 12 en Gilman St.",sp17_107,<0x642D><0x4E58>80<0x8DEF><0x53BB> Pacific East Mall<0x3001>Pierce St. <0x548C> University Village<0x3002><0x5982><0x53BB> Gilman St. <0x548C> Hopkins St.<0xFF0C><0x8BF7><0x5728> Gilman St. <0x8F6C><0x4E58>12<0x8DEF><0x3002>
"Take Line 80 for Pierce St., Pacific East Mall and El Cerrito Plaza.","Suba a la l<0x00ED>nea 80 para ir a Pierce St., Pacific East Mall y El Cerrito Plaza.",sp17_108,<0x642D><0x4E58>80<0x8DEF><0x53BB> Pacific East Mall<0x3001>Pierce St. <0x548C> El Cerrito Plaza<0x3002>
"Take Line 96 for 14th Ave. and Downtown Oakland. Transfer on Broadway to Line 33 for Harrison St., Oakland Ave. and Piedmont.","Suba a la l<0x00ED>nea 96 para ir a 14th Ave. y Downtown Oakland. Haga la transferencia en Broadway a la l<0x00ED>nea 33 para ir a Harrison St., Oakland Ave. y Piedmont.",sp17_109,<0x642D><0x4E58>96<0x8DEF><0x53BB> 4th Ave. <0x548C> Downtown Oakland<0x3002><0x5728> Broadway <0x8F6C><0x4E58>33<0x8DEF><0x53BB> Harrison St.<0x3001>Oakland Ave.<0x548C> Piedmont<0x3002>
Take Line 96 for 14th Ave. and the Dimond District.,Suba a la l<0x00ED>nea 96 para ir a 14th Ave. y Dimond District.,sp17_110,<0x642D><0x4E58>96<0x8DEF><0x53BB> 14th Ave. <0x548C> Dimond District<0x3002>
"Take Line 96 for 14th Ave., Highland Hospital and the Dimond District.","Suba a la l<0x00ED>nea 96 para ir a 14th Ave., Highland Hospital y Dimond District.",sp17_111,<0x642D><0x4E58>96<0x8DEF><0x53BB> 14th Ave.<0x3001>Highland Hospital <0x548C> Dimond District<0x3002>
"Take Line 96 for E.12th St. and Downtown Oakland. Transfer on Broadway to Line 33 for Harrison St., Oakland Ave. and Piedmont.","Suba a la l<0x00ED>nea 96 para ir a E.12th St. y Downtown Oakland. Haga la transferencia en Broadway a la l<0x00ED>nea 33 para ir a Harrison St., Oakland Ave. y Piedmont.",sp17_112,<0x642D><0x4E58>96<0x8DEF><0x53BB> E.12th St. <0x548C> Downtown Oakland<0x3002><0x5728> Broadway <0x8F6C><0x4E58>33<0x8DEF><0x53BB> Harrison St.<0x3001>Oakland Ave. <0x548C> Piedmont<0x3002>
"Take Line 96 for Highland Hospital, 14th Ave. and Downtown Oakland. Transfer on Broadway to Line 33 for Harrison St., Oakland Ave. and Piedmont.","Suba a la l<0x00ED>nea 96 para ir a Highland Hospital, 14th Ave. y Downtown Oakland. Haga la transferencia en Broadway a la l<0x00ED>nea 33 para ir a Harrison St., Oakland Ave. y Piedmont.",sp17_113,<0x642D><0x4E58>96<0x8DEF><0x53BB> Highland Hospital<0x3001>14th Ave. <0x548C> Downtown Oakland<0x3002><0x5728> Broadway <0x8F6C><0x4E58>33<0x8DEF><0x53BB> Harrison St.<0x3001>Oakland Ave. <0x548C> Piedmont<0x3002>
Take Line 96 for Marina Village and downtown Oakland. Take Line 29 on 12th St. for 10th St. and Peralta St.,Suba a la l<0x00ED>nea 96 para ir a Marina Village y downtown Oakland. Suba a la l<0x00ED>nea 29 en 12th St. para ir a 10th St. y Peralta St.,sp17_114,<0x642D><0x4E58>96<0x8DEF><0x53BB> Marina Village <0x548C> downtown Oakland<0x3002><0x5728> 12th St. <0x642D><0x4E58>29<0x8DEF><0x53BB> 10th St. <0x548C> Peralta St.<0x3002>
"Take Line 96 for Marina Village. For 10th St. and Peralta St., take line 20 or 51A and transfer at 12th St. to Line 29.","Suba a la l<0x00ED>nea 96 para ir a Marina Village. Para ir a 10th St. y Peralta St., suba a la l<0x00ED>nea 20 o 51A y haga la transferencia en 12th St. a la l<0x00ED>nea 29.",sp17_115,<0x642D><0x4E58>96<0x8DEF><0x53BB> Marina Village<0x3002><0x5982><0x53BB> 10th St. <0x548C> Peralta St.<0xFF0C><0x8BF7><0x642D><0x4E58>20<0x8DEF><0x6216>51A<0xFF0C><0x7136><0x540E><0x518D><0x5728> 12th St. <0x8F6C><0x4E58>29<0x8DEF><0x3002>
"Take Line 96 for Marina Village. For 10th St. and Peralta St., transfer at 12th St. to Line 29.","Suba a la l<0x00ED>nea 96 para ir a Marina Village. Para ir a 10th St. y Peralta St., haga la transferencia en 12th St. a la l<0x00ED>nea 29.",sp17_116,<0x642D><0x4E58>96<0x8DEF><0x53BB> Marina Village<0x3002><0x5982><0x53BB> 10th St. <0x548C> Peralta St.<0xFF0C><0x5728> 12th St. <0x8F6C><0x4E58>29<0x8DEF><0x3002>
"Take Line 96 for downtown Oakland. For 10th St. and Peralta St., transfer at 12th St. to Line 29.","Suba a la l<0x00ED>nea 96 for downtown Oakland. Para ir a 10th St. y Peralta St., haga la transferencia en 12th St. a la l<0x00ED>nea 29.",sp17_117,<0x642D><0x4E58>96<0x8DEF><0x53BB> Downtown Oakland<0x3002><0x5982><0x53BB>10th St. <0x548C> Peralta St.<0xFF0C><0x5728> 12th St. <0x8F6C><0x4E58>29<0x8DEF><0x3002>
Take Line 96 for the Dimond District.,Suba a la l<0x00ED>nea 96 para ir a Dimond District.,sp17_118,<0x642D><0x4E58>96<0x8DEF><0x53BB> Dimond District<0x3002>
"Take Line 96 on 11th St. for 14th Ave., Highland Hospital and the Dimond District.","Suba a la l<0x00ED>nea 96 en 11th St. para ir a 14th Ave., Highland Hospital y Dimond District.",sp17_119,<0x5728> 11th St. <0x642D><0x4E58>96<0x8DEF><0x53BB> 14th Ave.<0x3001>Highland Hospital <0x548C> Dimond District<0x3002>
Take line 36 or 57 for Emeryville.,Suba a la l<0x00ED>nea 36 o 57 para ir a Emeryville.,sp17_120,<0x642D><0x4E58>36<0x8DEF><0x6216>57<0x8DEF><0x53BB> Emeryville<0x3002>
Take line 80 or 81 on Ashby Ave. for West Berkeley. Board Line 605 at Ashby Ave.,Suba a la l<0x00ED>nea 80 o 81 en Ashby Ave. para ir a West Berkeley. Suba a la l<0x00ED>nea 605 en Ashby Ave.,sp17_121,<0x5728> Ashby Ave. <0x4E0A><0x642D><0x4E58>80<0x8DEF><0x6216>81<0x8DEF><0x53BB> West Berkeley<0x3002><0x5728> Ashby Ave. <0x642D><0x4E58>605<0x8DEF><0x3002>
Take lines 80 or 81 for Ashby Ave. Transfer to Line 51A at College Ave. for College Ave. and Rockridge BART.,Suba a la l<0x00ED>nea 80 o 81 para ir a Ashby Ave. Haga la transferencia a la l<0x00ED>nea 51A en College Ave. para ir a College Ave. y Rockridge BART.,sp17_122,<0x642D><0x4E58>80<0x6216>81<0x8DEF><0x53BB> Ashby Ave.<0x3002><0x5728> College Ave. <0x642D><0x4E58>51A<0x8DEF><0x53BB> College Ave. <0x548C> Rockridge BART<0x3002>
Use the stop at Franciscan Way for lines 663 and W.,Use la parada en Franciscan Way para las l<0x00ED>neas 663 y W.,sp17_123,<0x5728> Franciscan Way <0x7AD9><0x642D><0x4E58>663<0x548C>W<0x8DEF><0x3002>
"Walk or take Line 51B to Ashby Ave. There, take line 80 or 81 for West Berkeley.","Camine o suba a la l<0x00ED>nea 51B hacia Ashby Ave. All<0x00ED>, suba a la l<0x00ED>nea 80 o 81 para ir a West Berkeley.",sp17_124,<0x6B65><0x884C><0x6216><0x642D><0x4E58>51B<0x53BB> Ashby Ave.<0xFF0C><0x7136><0x540E><0x642D><0x4E58>80<0x6216>81<0x8DEF><0x53BB> West Berkeley<0x3002>
"Walk or take any bus here to Broadway for Line 18 to MLK Jr. Way, Berkeley and Albany.","Camine o suba aqu<0x00ED> a cualquier autob<0x00FA>s hacia Broadway para ir a la l<0x00ED>nea 18 que va a MLK Jr. Way, Berkeley y Albany.",sp17_125,<0x4ECE><0x8FD9><0x6B65><0x884C><0x6216><0x642D><0x4E58><0x4EFB><0x4E00><0x516C><0x4EA4><0x53BB> Broadway<0xFF0C><0x8F6C><0x4E58>18<0x8DEF><0x53BB> MLK Jr. Way<0x3001>Berkeley <0x548C> Albany<0x3002>
"Walk to 8th St., or take any bus here to Broadway, for Line 18 to MLK Jr. Way, Berkeley and Albany.","Camine a 8th St., o suba aqu<0x00ED> a cualquier autob<0x00FA>s hacia Broadway para ir a la l<0x00ED>nea 18 que va a MLK Jr. Way, Berkeley y Albany.",sp17_126,<0x4ECE><0x8FD9><0x6B65><0x884C><0x5230> 8th St.<0xFF0C><0x6216><0x642D><0x4E58><0x4EFB><0x4E00><0x516C><0x4EA4><0x53BB> Broadway<0xFF0C><0x8F6C><0x4E58>18<0x8DEF><0x53BB> MLK Jr. Way<0x3001>Berkeley <0x548C> Albany<0x3002>
"Take Line 79 across the street for Piedmont Ave., Warring Ave. and Claremont Ave.","Suba a la l<0x00ED>nea 79 al otro lado de la calle para ir a Piedmont Ave., Warring Ave. y Claremont Ave.",sp17_127,<0x5728><0x8857><0x5BF9><0x9762><0x642D><0x4E58>79<0x8DEF><0x53BB> Piedmont Ave.<0x3001>Warring Ave. <0x548C> Claremont Ave.<0x3002>
"Take Line 79 on Durant Ave. for Piedmont Ave., Warring Ave. and Claremont Ave.","Suba a la l<0x00ED>nea 79 en Durant Ave. para ir a Piedmont Ave., Warring Ave. y Claremont Ave.",sp17_128,<0x5728> Durant Ave. <0x642D><0x4E58>79<0x8DEF><0x53BB> Piedmont Ave.<0x3001>Warring Ave. <0x548C> Claremont Ave.<0x3002>
Board Line 56 on Winton Ave. Line 56 replaces Line 37 between here and Hayward BART.,Suba a la l<0x00ED>nea 56 en Winton Ave. La l<0x00ED>nea 56 reemplaza a la l<0x00ED>nea 37 entre este punto y Hayward BART.,su18_1,<0x5728> Winton Ave. <0x4E0A><0x4E58><0x5750>56<0x8DEF><0xFF0C>56<0x8DEF><0x5C06><0x53D6><0x4EE3>37<0x8DEF><0x670D><0x52A1><0x672C><0x7AD9><0x548C> Hayward BART <0x7AD9><0x3002>
"Board Line 60 across the street for Southland Mall, Winton Ave., and Hayward BART.","Suba a la l<0x00ED>nea 60 al otro lado de la calle para ir a Southland Mall, Winton Ave. y Hayward BART.",su18_2,"<0x5728><0x8857><0x5BF9><0x9762><0x4E58><0x5750>60<0x8DEF><0x53BB> Southland Mall, Winton Ave. <0x548C> Hayward BART<0x3002>"
Board Line 60 toward Cal State East Bay two stops ahead of this one.,Suba a la l<0x00ED>nea 60 hacia Cal State East Bay en la parada que se encuentra a dos paradas de aqu<0x00ED>.,su18_3,<0x5728><0x672C><0x7AD9><0x524D><0x4E24><0x7AD9><0x7684><0x8F66><0x7AD9><0x4E58><0x5750>60<0x8DEF><0x53BB> Cal State East Bay<0x3002>
Board Line 80 on 6th St. at Allston Way.,Suba a la l<0x00ED>nea 80 en 6th St. con Allston Way.,su18_4,<0x5728> 6th St. <0x4E0A><0x7684> Allston Way <0x7AD9><0x4E58><0x5750>80<0x8DEF><0x3002>
Board Line 80 on 6th St. at Delaware St.,Suba a la l<0x00ED>nea 80 en 6th St. con Delaware St.,su18_5,<0x5728> 6th St. <0x4E0A><0x7684> Delaware St. <0x7AD9><0x4E58><0x5750>80<0x8DEF><0x3002>
Board Line 80 on 6th St. at University Ave.,Suba a la l<0x00ED>nea 80 en 6th St. con University Ave.,su18_6,<0x5728> 6th St. <0x4E0A><0x7684> University Ave. <0x7AD9><0x4E58><0x5750>80<0x8DEF><0x3002>
"Board Line 83 on the other lane, near the crosswalk.","Suba a la l<0x00ED>nea 83 en el otro carril, cerca del cruce peatonal.",su18_7,<0x5728><0x9760><0x8FDB><0x4EBA><0x884C><0x9053><0x8FB9><0x7684><0x8F66><0x7AD9><0x4E58><0x5750>83<0x8DEF><0x3002>
"For A St. or Hayward BART, take Line 93.","Para ir a A St. o Hayward BART, s<0x00FA>base a la l<0x00ED>nea 93.",su18_8,<0x4E58><0x5750>93<0x8DEF><0x53BB> A St. <0x6216> Hayward BART<0x3002>
"For areas of MacArthur Blvd. west of Estudillo Ave., and to San Leandro BART, take line 34 or 35.","Para ir a las <0x00E1>reas de MacArthur Blvd. al oeste de Estudillo Ave. y hacia San Leandro BART, s<0x00FA>base a la l<0x00ED>nea 34 o 35.",su18_9,<0x8BF7><0x4E58><0x5750>34<0x548C>35<0x8DEF><0x53BB> MacArthur Blvd.<0xFF0C>Estudillo Ave. <0x8DEF><0x897F><0x548C> San Leandro BART<0x3002>
"For Ashby Ave., take Line 80 across University Ave. on 6th St.","Para ir a Ashby Ave., s<0x00FA>base a la l<0x00ED>nea 80 al otro lado de University Ave. en 6th St.",su18_10,"<0x53BB> Ashby Ave., <0x8BF7><0x5728> University Ave. <0x7684><0x5BF9><0x9762><0xFF0C>6th St. <0x4E0A><0x4E58><0x5750>80<0x8DEF><0x3002>"
"For Bancroft Ave., take line 34 or 35 and transfer at Bancroft Ave.","Para ir a Bancroft Ave., s<0x00FA>base a la l<0x00ED>nea 34 o 35 y haga una transferencia en Bancroft Ave.",su18_11,<0x53BB> Bancroft Ave.<0xFF0C><0x8BF7><0x4E58><0x5750>34<0x6216>35<0x8DEF><0xFF0C><0x7136><0x540E><0x5728> Bancroft Ave. <0x8F6C><0x4E58><0x3002>
"For Bancroft Ave., take line 34 or 35 and transfer at Bancroft Ave. to Line 40.","Para ir a Bancroft Ave., s<0x00FA>base a la l<0x00ED>nea 34 o 35 y haga una transferencia a la l<0x00ED>nea 40 en Bancroft Ave.",su18_12,<0x53BB> Bancroft Ave.<0xFF0C><0x8BF7><0x4E58><0x5750>34<0x6216>35<0x8DEF><0xFF0C><0x7136><0x540E><0x5728> Bancroft Ave. <0x8F6C><0x4E58>40<0x8DEF><0x3002>
"For Bancroft Ave., take Line 40 on Bancroft Ave. ","Para ir a Bancroft Ave., s<0x00FA>base a la l<0x00ED>nea 40 en Bancroft Ave. ",su18_13,<0x53BB> Bancroft Ave.<0xFF0C><0x8BF7><0x5728> Bancroft Ave. <0x4E58><0x5750>40<0x8DEF><0x3002>
"For Bancroft Ave., take Line 40. For Halcyon Dr. or Floresta Blvd., take Line 28. For Lewelling Blvd., Wicks Blvd. or the San Leandro Marina, take Line 35. For service to Fairmont Dr. on weekends, take Line 35.","Para ir a Bancroft Ave., s<0x00FA>base a la l<0x00ED>nea 40. Para ir a Halcyon Dr. o Floresta Blvd., s<0x00FA>base a la l<0x00ED>nea 28. Para ir a Lewelling Blvd., Wicks Blvd. o San Leandro Marina, s<0x00FA>base a la l<0x00ED>nea 35. Para el servicio hacia Fairmont Dr. los fines de semana, s<0x00FA>base a la l<0x00ED>nea 35.",su18_14,"<0x4E58><0x5750>40<0x8DEF><0x53BB> Bancroft Ave.<0x3002><0x53BB> Halcyon Dr. <0x6216> Floresta Blvd.<0xFF0C><0x8BF7><0x4E58><0x5750>28<0x8DEF><0x3002><0x5982><0x53BB> Lewelling Blvd., Wicks Blvd. <0x6216> San Leandro Marina<0xFF0C><0x8BF7><0x4E58><0x5750>35<0x8DEF><0x3002><0x5468><0x672B><0x4E58><0x5750>35<0x8DEF><0x53BB> Fairmont Dr.<0x3002>"
"For Bay Fair BART, take Line 28 here. For areas in Castro Valley, take Line 28 across the street, or try Castro Valley Flex.","Para ir a Bay Fair BART, s<0x00FA>base aqu<0x00ED> a la l<0x00ED>nea 28. Para ir a las <0x00E1>reas en Castro Valley, s<0x00FA>base a la l<0x00ED>nea 28 al otro lado de la calle o pruebe el servicio Flex de Castro Valley.",su18_15,"<0x53BB> Bay Fair BART,<0xFF0C><0x8BF7><0x5728><0x672C><0x7AD9><0x4E58><0x5750>28<0x8DEF><0x3002><0x53BB> Castro Valley <0x5730><0x533A><0xFF0C><0x8BF7><0x5728><0x8857><0x5BF9><0x9762><0x4E58><0x5750>28<0x8DEF><0xFF0C><0x6216><0x8005><0x4E58><0x5750> Castro Valley Flex<0x3002>"
"For Bay Fair BART, take Line 34 and transfer to line 35 or 97 at Hesperian Blvd. For San Leandro Marina, take Line 35 at Lewelling Blvd.","Para ir a Bay Fair BART, s<0x00FA>base a la l<0x00ED>nea 34 y haga la transferencia a la l<0x00ED>nea 35 o 97 en Hesperian Blvd. Para ir a San Leandro Marina, s<0x00FA>base a la l<0x00ED>nea 35 en Lewelling Blvd.",su18_16,<0x53BB> Bay Fair BART<0xFF0C><0x8BF7><0x4E58><0x5750>34<0x8DEF><0xFF0C><0x7136><0x540E><0x5728> Hesperian Blvd. <0x8F6C><0x4E58>35<0x6216>97<0x8DEF><0x3002><0x53BB> San Leandro Marina<0xFF0C><0x8BF7><0x5728> Lewelling Blvd. <0x4E58><0x5750>35<0x8DEF><0x3002>
"For Bay Fair BART, take Line 40. For the San Leandro Marina area, transfer there to Line 35.  For Halcyon Dr. and Floresta Blvd., transfer there to Line 28.  For Farnsworth St. between Purdue St. and Fargo Ave., transfer there to Line 34.","Para ir a Bay Fair BART, s<0x00FA>base a la l<0x00ED>nea 40. Para ir a las <0x00E1>reas de San Leandro Marina, haga la transferencia all<0x00ED> a la l<0x00ED>nea 35. Para ir a Halcyon Dr. y Floresta Blvd., haga la transferencia all<0x00ED> a la l<0x00ED>nea 28. Para ir a Farnsworth St. entre Purdue St. y Fargo Ave., haga la transferencia all<0x00ED> a la l<0x00ED>nea 34.",su18_17,"<0x53BB> Bay Fair BART,<0xFF0C><0x8BF7><0x4E58><0x5750>40<0x8DEF><0x3002><0x53BB> San Leandro Marina <0x5730><0x533A><0xFF0C><0x8BF7><0x8F6C><0x4E58>35<0x8DEF><0x3002><0x53BB> Halcyon Dr. <0x548C> Floresta Blvd.<0xFF0C><0x8BF7><0x8F6C><0x4E58>28<0x8DEF><0x3002><0x53BB> Farnsworth St.<0xFF08>Purdue St. <0x548C> Fargo Ave.<0x4E4B><0x95F4><0x7684><0x8DEF><0x6BB5><0xFF09><0xFF0C><0x8BF7><0x8F6C><0x4E58>34<0x8DEF><0x3002>"
"For Bay Fair BART, take Line 93.","Para ir a Bay Fair BART, s<0x00FA>base a la l<0x00ED>nea 93.",su18_18,<0x53BB> Bay Fair BART<0xFF0C><0x8BF7><0x4E58><0x5750>93<0x8DEF><0x3002>
"For Bockman Rd. and Grant Ave., take Line 93 toward Bay Fair BART on Bockman Rd. For A St. and Hayward BART, take Line 93 toward Castro Valley BART on Hesperian Blvd. south of Bockman Rd.","Para ir a Bockman Rd. y Grant Ave., s<0x00FA>base a la l<0x00ED>nea 93 hacia Bay Fair BART en Bockman Rd. Para ir a A St. y Hayward BART, s<0x00FA>base a la l<0x00ED>nea 93 hacia Castro Valley BART en Hesperian Blvd. al sur de Bockman Rd.",su18_19,<0x53BB> Bockman Rd. <0x548C> Grant Ave.<0xFF0C><0x8BF7><0x5728> Bockman Rd. <0x4E58><0x5750><0x5F00><0x5F80> Bay Fair BART <0x7684>93<0x8DEF><0x3002><0x53BB> A St. <0x548C> Hayward BART <0x7AD9><0xFF0C><0x8BF7><0x5728> Hesperian Blvd. <0x548C> Bockman Rd. <0x4EA4><0x53C9><0x53E3><0x8DEF><0x5357><0x4E58><0x5750>93<0x8DEF><0x53BB> Castro Valley BART<0x3002>
